 ,Area1,Mean1,StdDev1,Min1,Max1,IntDen1,RawIntDen1,Area2,Mean2,StdDev2,Min2,Max2,IntDen2,RawIntDen2,Area3,Mean3,StdDev3,Min3,Max3,IntDen3,RawIntDen3,Area4,Mean4,StdDev4,Min4,Max4,IntDen4,RawIntDen4,Area5,Mean5,StdDev5,Min5,Max5,IntDen5,RawIntDen5,Area6,Mean6,StdDev6,Min6,Max6,IntDen6,RawIntDen6,Area7,Mean7,StdDev7,Min7,Max7,IntDen7,RawIntDen7,Area8,Mean8,StdDev8,Min8,Max8,IntDen8,RawIntDen8,Area9,Mean9,StdDev9,Min9,Max9,IntDen9,RawIntDen9,Area10,Mean10,StdDev10,Min10,Max10,IntDen10,RawIntDen10,Area11,Mean11,StdDev11,Min11,Max11,IntDen11,RawIntDen11,Area12,Mean12,StdDev12,Min12,Max12,IntDen12,RawIntDen12,Area13,Mean13,StdDev13,Min13,Max13,IntDen13,RawIntDen13,Area14,Mean14,StdDev14,Min14,Max14,IntDen14,RawIntDen14,Area15,Mean15,StdDev15,Min15,Max15,IntDen15,RawIntDen15,Area16,Mean16,StdDev16,Min16,Max16,IntDen16,RawIntDen16
80,401.087,91.467,19.174,32,152,36686.023,106833,400.400,124.587,27.647,43,208,49884.449,145268,548.403,115.549,29.807,33,215,63367.551,184532,500.328,114.889,23.744,40,198,57482.430,167394,597.852,117.358,36.444,37,252,70162.672,204320,597.852,198.910,124.880,39,584,118919.062,346303,597.852,169.392,70.484,34,323,101271.602,294912,730.747,105.893,21.038,24,189,77380.852,225340,879.437,191.666,107.869,42,518,168558.328,490857,434.053,115.401,22.632,43,193,50090.145,145867,787.064,99.628,20.918,31,173,78413.445,228347,434.053,97.918,20.746,35,169,42501.438,123768,848.875,208.092,95.940,56,466,176644.281,514404,372.241,154.648,38.514,56,263,57566.219,167638,548.403,98.876,19.441,40,162,54223.945,157905,597.852,103.483,24.338,39,188,61867.598,180164
81,401.087,90.265,18.575,22,158,36204.242,105430,400.400,123.590,28.812,52,214,49485.426,144106,548.403,114.226,29.184,34,227,62641.953,182419,500.328,114.036,23.737,33,195,57055.246,166150,597.852,117.963,35.955,32,250,70524.266,205373,597.852,201.943,127.095,42,586,120731.852,351582,597.852,171.230,71.430,40,335,102370.469,298112,730.747,107.192,20.786,32,173,78330.344,228105,879.437,194.923,108.060,51,518,171422.594,499198,434.053,117.617,22.980,44,191,51051.996,148668,787.064,100.532,20.880,37,173,79125.305,230420,434.053,97.689,20.271,28,166,42402.195,123479,848.875,207.272,95.516,50,513,175947.875,512376,372.241,152.606,37.843,44,289,56806.285,165425,548.403,98.046,19.907,31,171,53768.602,156579,597.852,105.881,24.418,30,189,63301.273,184339
82,401.087,88.852,19.077,30,145,35637.293,103779,400.400,124.113,28.360,47,215,49694.895,144716,548.403,114.269,28.775,28,221,62665.648,182488,500.328,114.566,23.955,33,206,57320.691,166923,597.852,118.259,35.734,37,253,70701.461,205889,597.852,200.744,126.028,35,583,120015.531,349496,597.852,170.365,70.767,46,320,101852.969,296605,730.747,106.576,20.731,49,177,77879.812,226793,879.437,192.784,107.461,47,510,169541.469,493720,434.053,114.831,22.665,47,193,49842.898,145147,787.064,99.613,20.124,29,179,78402.117,228314,434.053,97.474,20.148,32,171,42308.789,123207,848.875,208.220,96.498,39,505,176752.797,514720,372.241,152.543,37.691,63,272,56782.934,165357,548.403,96.300,19.465,24,172,52811.215,153791,597.852,102.575,24.900,27,189,61324.688,178583
83,401.087,90.042,18.940,20,150,36114.613,105169,400.400,126.866,28.876,50,226,50797.195,147926,548.403,115.056,28.223,39,213,63096.953,183744,500.328,113.985,23.405,38,201,57029.836,166076,597.852,117.902,37.893,35,252,70487.867,205267,597.852,199.733,125.539,44,576,119410.805,347735,597.852,169.233,70.861,31,346,101176.477,294635,730.747,105.403,21.006,33,176,77023.039,224298,879.437,191.190,107.285,39,508,168139.391,489637,434.053,117.775,22.840,51,194,51120.676,148868,787.064,99.679,21.276,35,178,78453.969,228465,434.053,97.336,19.777,23,165,42249.039,123033,848.875,207.106,97.123,45,483,175806.734,511965,372.241,155.155,38.493,54,267,57755.086,168188,548.403,98.656,20.157,32,164,54103.414,157554,597.852,103.683,24.591,30,189,61987.098,180512
84,401.087,87.709,18.615,27,153,35178.859,102444,400.400,124.208,27.790,23,216,49732.668,144826,548.403,112.022,28.869,38,218,61433.199,178899,500.328,112.964,22.969,30,196,56519.203,164589,597.852,117.082,36.385,23,250,69997.500,203839,597.852,199.424,124.401,36,585,119226.062,347197,597.852,170.383,71.729,39,341,101863.617,296636,730.747,106.951,21.169,41,181,78154.180,227592,879.437,189.947,106.438,44,511,167046.016,486453,434.053,114.299,23.192,45,199,49611.793,144474,787.064,99.472,20.622,23,167,78290.852,227990,434.053,96.985,20.607,29,159,42096.570,122589,848.875,208.563,96.071,34,479,177043.641,515567,372.241,155.527,37.911,65,270,57893.477,168591,548.403,98.587,19.916,22,164,54065.641,157444,597.852,105.276,24.676,28,198,62939.680,183286
85,401.087,91.672,19.087,33,148,36768.441,107073,400.400,124.775,29.402,52,225,49959.996,145488,548.403,115.297,28.621,33,210,63229.504,184130,500.328,113.763,22.972,37,191,56918.918,165753,597.852,116.693,35.453,24,245,69765.359,203163,597.852,199.379,126.679,48,583,119198.930,347118,597.852,168.177,70.063,38,361,100545.320,292797,730.747,104.031,21.111,32,182,76020.320,221378,879.437,190.956,108.378,42,509,167934.031,489039,434.053,116.134,22.459,47,193,50408.473,146794,787.064,100.344,20.670,8,175,78976.961,229988,434.053,99.177,20.465,16,161,43048.121,125360,848.875,208.174,95.584,44,460,176713.641,514606,372.241,153.372,37.312,70,267,57091.301,166255,548.403,97.168,20.213,39,160,53287.504,155178,597.852,104.081,24.074,9,191,62225.070,181205
86,401.087,88.772,18.503,18,154,35605.359,103686,400.400,125.461,29.120,35,230,50234.715,146288,548.403,113.411,29.198,33,206,62195.195,181118,500.328,115.363,23.743,52,190,57719.375,168084,597.852,115.920,35.715,37,261,69302.805,201816,597.852,198.525,124.454,46,589,118688.648,345632,597.852,168.161,70.073,43,344,100535.703,292769,730.747,104.561,21.022,36,195,76407.328,222505,879.437,192.301,107.538,35,510,169116.688,492483,434.053,118.216,23.491,52,194,51311.949,149425,787.064,100.743,20.689,41,171,79290.820,230902,434.053,97.994,19.607,33,159,42534.402,123864,848.875,208.694,95.150,49,490,177155.250,515892,372.241,152.304,37.893,53,258,56693.648,165097,548.403,96.756,19.627,33,168,53061.207,154519,597.852,103.870,24.758,26,199,62099.047,180838
87,401.087,91.074,18.660,26,163,36528.750,106375,400.400,124.058,29.724,47,210,49672.918,144652,548.403,114.995,29.296,6,246,63063.645,183647,500.328,113.521,23.571,43,200,56797.699,165400,597.852,117.443,36.896,35,253,70213.492,204468,597.852,198.583,123.483,30,575,118723.328,345733,597.852,169.848,70.754,39,322,101544.258,295706,730.747,105.940,20.856,35,179,77415.195,225440,879.437,191.653,108.253,31,541,168546.656,490823,434.053,117.094,22.888,36,186,50825.012,148007,787.064,99.885,21.367,29,171,78615.703,228936,434.053,99.762,19.686,40,158,43301.891,126099,848.875,209.495,96.084,39,510,177834.828,517871,372.241,152.659,38.978,32,281,56825.855,165482,548.403,96.991,19.281,37,176,53190.324,154895,597.852,103.354,24.191,35,180,61790.332,179939
88,401.087,90.134,19.317,22,152,36151.355,105276,400.400,124.601,28.463,48,216,49890.289,145285,548.403,115.009,28.677,43,221,63071.199,183669,500.328,113.907,23.776,40,191,56990.688,165962,597.852,118.767,37.322,34,267,71005.367,206774,597.852,200.444,124.045,40,572,119835.930,348973,597.852,171.075,69.543,36,327,102277.406,297841,730.747,106.148,21.290,42,180,77567.320,225883,879.437,191.999,107.939,42,499,168850.906,491709,434.053,114.061,22.663,41,193,49508.430,144173,787.064,99.535,20.846,28,167,78340.648,228135,434.053,96.013,20.088,28,167,41674.539,121360,848.875,208.188,95.314,53,472,176725.656,514641,372.241,154.037,37.885,45,278,57338.891,166976,548.403,99.338,19.530,33,185,54477.371,158643,597.852,107.094,24.762,41,195,64026.527,186451
89,401.087,91.053,19.131,32,151,36520.164,106350,400.400,122.326,27.470,42,215,48979.258,142632,548.403,114.461,29.039,42,224,62770.727,182794,500.328,113.751,23.726,49,203,56912.734,165735,597.852,118.044,35.722,26,230,70573.031,205515,597.852,199.696,125.905,25,590,119388.828,347671,597.852,169.413,69.860,47,327,101283.961,294948,730.747,104.505,20.738,35,192,76366.461,222386,879.437,192.347,106.062,31,508,169157.219,492601,434.053,114.307,22.666,15,186,49615.227,144484,787.064,97.977,20.570,33,183,77114.383,224564,434.053,96.212,20.329,36,165,41761.074,121612,848.875,206.907,96.431,42,484,175637.781,511473,372.241,153.553,37.778,35,266,57158.609,166451,548.403,97.669,20.608,31,165,53562.223,155978,597.852,104.315,24.331,32,199,62364.836,181612
90,401.087,90.158,18.772,28,144,36161.316,105305,400.400,124.917,28.048,44,208,50016.656,145653,548.403,114.771,28.532,32,226,62941.055,183290,500.328,112.835,23.193,33,193,56454.645,164401,597.852,116.886,35.923,33,238,69880.742,203499,597.852,199.465,126.154,22,604,119250.445,347268,597.852,170.091,71.395,44,322,101689.172,296128,730.747,105.885,20.663,25,172,77375.016,225323,879.437,192.041,107.551,37,523,168888.328,491818,434.053,116.532,24.020,42,184,50580.855,147296,787.064,100.489,20.520,31,165,79091.312,230321,434.053,99.155,19.718,43,164,43038.508,125332,848.875,208.772,96.795,46,500,177221.531,516085,372.241,154.345,39.355,54,293,57453.586,167310,548.403,99.249,20.009,29,166,54428.609,158501,597.852,104.221,24.234,36,185,62308.859,181449
91,401.087,87.817,18.543,24,152,35222.129,102570,400.400,122.840,28.063,38,215,49185.297,143232,548.403,114.010,29.496,39,208,62523.484,182074,500.328,114.325,23.259,41,199,57200.160,166572,597.852,119.046,36.810,35,251,71171.914,207259,597.852,201.991,125.780,47,563,120760.695,351666,597.852,170.698,70.229,36,338,102052.484,297186,730.747,107.221,20.567,43,185,78351.633,228167,879.437,192.213,108.307,38,516,169039.422,492258,434.053,116.211,23.013,35,192,50441.781,146891,787.064,99.702,20.600,19,170,78472.164,228518,434.053,97.004,20.007,42,168,42104.812,122613,848.875,207.853,96.193,35,481,176441.328,513813,372.241,152.992,37.873,49,255,56949.824,165843,548.403,98.264,19.537,31,175,53888.449,156928,597.852,105.482,24.871,36,195,63062.613,183644
92,401.087,90.880,18.616,30,151,36450.797,106148,400.400,124.067,27.842,47,200,49676.352,144662,548.403,115.314,29.202,34,216,63238.777,184157,500.328,114.224,23.330,41,203,57149.680,166425,597.852,118.206,36.226,30,257,70669.523,205796,597.852,201.049,125.933,44,584,120197.531,350026,597.852,171.879,70.721,31,337,102758.508,299242,730.747,108.319,20.871,38,192,79153.805,230503,879.437,192.381,108.497,42,530,169187.094,492688,434.053,116.748,21.996,45,214,50674.949,147570,787.064,99.740,20.689,32,174,78502.039,228605,434.053,97.724,20.089,39,167,42417.305,123523,848.875,209.044,94.933,50,475,177452.281,516757,372.241,154.402,37.891,51,262,57474.875,167372,548.403,99.415,19.723,35,176,54519.609,158766,597.852,105.441,25.099,22,191,63038.234,183573
93,401.087,89.977,18.464,30,155,36088.516,105093,400.400,123.269,28.415,46,212,49356.992,143732,548.403,115.299,29.737,41,229,63230.191,184132,500.328,113.809,23.322,48,190,56941.926,165820,597.852,119.702,36.514,44,251,71564.070,208401,597.852,201.634,126.821,47,585,120547.102,351044,597.852,172.149,71.046,42,339,102919.555,299711,730.747,108.231,21.069,44,182,79089.594,230316,879.437,189.753,107.015,46,494,166875.688,485957,434.053,113.826,23.761,40,187,49406.441,143876,787.064,98.075,20.551,39,182,77191.297,224788,434.053,95.474,20.329,27,166,41440.688,120679,848.875,208.044,95.882,57,487,176603.750,514286,372.241,152.765,36.971,60,272,56865.348,165597,548.403,97.991,20.124,32,177,53738.727,156492,597.852,104.416,24.508,33,200,62425.273,181788
94,401.087,89.914,19.377,26,163,36063.449,105020,400.400,124.093,28.741,41,219,49686.996,144693,548.403,113.520,28.911,37,226,62254.605,181291,500.328,114.128,23.133,43,193,57101.262,166284,597.852,118.442,36.214,28,248,70810.656,206207,597.852,201.299,125.791,43,602,120346.906,350461,597.852,170.691,69.279,35,353,102048.016,297173,730.747,106.248,20.799,34,173,77640.461,226096,879.437,191.535,107.955,17,527,168442.953,490521,434.053,115.033,22.561,45,191,49930.465,145402,787.064,99.569,20.932,32,184,78367.086,228212,434.053,97.210,20.025,31,162,42194.441,122874,848.875,207.849,96.181,51,513,176437.547,513802,372.241,154.615,36.287,69,270,57554.199,167603,548.403,99.255,19.841,35,167,54432.043,158511,597.852,102.782,23.977,22,200,61448.652,178944
95,401.087,89.091,19.331,38,147,35733.102,104058,400.400,125.206,28.522,42,208,50132.383,145990,548.403,114.768,29.176,47,208,62939.336,183285,500.328,114.010,23.401,26,220,57042.539,166113,597.852,117.882,36.987,34,254,70475.852,205232,597.852,200.527,125.436,33,578,119885.383,349117,597.852,170.729,70.779,30,339,102070.688,297239,730.747,107.780,20.902,39,172,78759.930,229356,879.437,190.813,107.664,49,523,167808.016,488672,434.053,116.089,23.406,41,192,50388.555,146736,787.064,100.449,20.544,28,177,79059.719,230229,434.053,99.445,21.063,33,174,43164.191,125698,848.875,210.227,96.166,48,492,178456.719,519682,372.241,152.342,37.597,55,254,56708.070,165139,548.403,96.872,19.806,40,161,53124.734,154704,597.852,103.446,23.541,35,210,61845.621,180100
96,401.087,89.771,18.252,36,143,36006.102,104853,400.400,124.514,28.842,39,210,49855.262,145183,548.403,113.466,29.186,31,224,62225.070,181205,500.328,112.833,23.454,43,189,56453.617,164398,597.852,118.260,36.802,41,244,70702.148,205891,597.852,200.681,124.988,43,588,119977.758,349386,597.852,169.245,69.818,32,330,101183.695,294656,730.747,105.487,20.653,39,177,77084.164,224476,879.437,193.184,108.240,42,498,169893.453,494745,434.053,118.513,23.363,45,198,51441.062,149801,787.064,101.837,20.796,41,188,80152.406,233411,434.053,97.994,20.865,31,171,42534.402,123864,848.875,209.477,97.131,36,487,177819.719,517827,372.241,154.330,37.983,45,250,57448.090,167294,548.403,97.932,19.898,35,172,53706.449,156398,597.852,103.451,24.259,25,183,61848.367,180108
97,401.087,89.170,19.036,39,144,35765.035,104151,400.400,126.965,28.396,39,229,50836.688,148041,548.403,114.418,29.273,41,207,62747.035,182725,500.328,114.508,23.630,42,200,57291.500,166838,597.852,117.519,35.792,22,240,70259.164,204601,597.852,200.129,124.819,50,568,119647.406,348424,597.852,169.601,70.709,40,332,101396.250,295275,730.747,106.370,20.824,32,177,77729.742,226356,879.437,191.068,106.937,43,517,168032.250,489325,434.053,114.199,22.404,45,197,49568.527,144348,787.064,98.313,20.818,29,181,77378.797,225334,434.053,95.784,19.762,21,154,41575.297,121071,848.875,208.672,95.435,48,491,177136.359,515837,372.241,152.399,36.746,65,259,56729.020,165200,548.403,97.528,20.297,37,160,53484.613,155752,597.852,103.064,25.125,30,196,61616.918,179434
98,401.087,91.783,19.057,33,154,36813.082,107203,400.400,124.344,28.118,47,216,49787.270,144985,548.403,116.294,29.388,33,217,63775.848,185721,500.328,114.850,23.373,42,187,57462.512,167336,597.852,117.947,37.097,28,257,70514.992,205346,597.852,198.833,124.285,40,560,118872.703,346168,597.852,169.450,70.565,23,327,101306.281,295013,730.747,105.262,20.641,29,171,76920.016,223998,879.437,191.440,106.852,44,508,168359.500,490278,434.053,118.710,22.590,49,204,51526.227,150049,787.064,101.240,20.647,23,175,79682.297,232042,434.053,100.180,19.714,46,166,43483.207,126627,848.875,208.777,97.762,35,498,177225.641,516097,372.241,151.760,37.223,61,257,56491.391,164508,548.403,96.466,20.278,30,162,52902.215,154056,597.852,103.989,24.173,34,183,62170.129,181045
99,401.087,89.106,19.109,29,142,35739.281,104076,400.400,122.364,28.826,41,213,48994.711,142677,548.403,114.619,29.536,26,209,62857.609,183047,500.328,113.335,22.926,44,191,56704.637,165129,597.852,117.508,36.324,30,253,70252.641,204582,597.852,199.720,125.931,33,565,119402.906,347712,597.852,170.526,71.184,28,363,101949.125,296885,730.747,106.051,20.428,47,176,77496.234,225676,879.437,191.609,107.454,32,529,168507.844,490710,434.053,115.335,21.116,34,177,50061.301,145783,787.064,99.234,20.645,38,183,78103.703,227445,434.053,97.161,19.684,28,161,42172.805,122811,848.875,207.936,95.965,35,481,176511.375,514017,372.241,154.583,38.215,54,278,57542.180,167568,548.403,100.632,20.304,35,159,55186.828,160709,597.852,103.248,25.035,35,191,61727.148,179755
100,401.087,89.332,18.832,10,153,35829.938,104340,400.400,125.339,29.618,33,216,50185.609,146145,548.403,112.775,29.304,33,220,61846.305,180102,500.328,113.290,23.809,35,197,56682.316,165064,597.852,117.378,36.825,28,247,70174.688,204355,597.852,199.528,125.148,46,595,119288.562,347379,597.852,170.377,69.689,47,344,101860.523,296627,730.747,106.026,20.926,39,174,77478.039,225623,879.437,191.114,108.658,34,506,168072.422,489442,434.053,115.987,22.730,42,196,50344.258,146607,787.064,100.562,20.494,29,172,79148.312,230487,434.053,98.617,20.688,34,177,42805.000,124652,848.875,208.182,97.034,44,478,176720.516,514626,372.241,153.930,37.653,73,270,57299.055,166860,548.403,99.791,19.478,38,165,54725.648,159366,597.852,105.511,24.539,34,190,63079.785,183694
101,401.087,87.539,19.079,17,143,35110.523,102245,400.400,124.956,28.792,43,210,50032.453,145699,548.403,112.361,28.512,28,217,61619.320,179441,500.328,113.881,24.290,39,209,56977.637,165924,597.852,117.567,36.428,37,254,70288.008,204685,597.852,199.828,124.414,44,587,119467.469,347900,597.852,168.710,70.328,38,350,100863.648,293724,730.747,105.568,20.784,39,172,77143.570,224649,879.437,192.611,107.813,49,512,169389.688,493278,434.053,115.278,23.027,34,184,50036.918,145712,787.064,99.575,21.156,31,170,78371.555,228225,434.053,96.488,20.156,36,163,41880.918,121961,848.875,209.205,98.108,47,484,177588.609,517154,372.241,153.959,37.508,65,254,57310.047,166892,548.403,98.438,20.452,30,193,53983.566,157205,597.852,105.314,24.563,27,187,62962.000,183351
102,401.087,89.731,19.276,32,154,35989.961,104806,400.400,123.867,28.571,50,220,49596.340,144429,548.403,114.659,29.272,40,211,62879.586,183111,500.328,112.241,23.232,43,194,56157.266,163535,597.852,117.363,36.527,35,247,70165.758,204329,597.852,199.150,124.419,53,577,119062.602,346721,597.852,171.183,71.160,36,336,102342.312,298030,730.747,106.500,20.803,38,178,77824.180,226631,879.437,192.298,106.913,47,555,169114.281,492476,434.053,114.480,22.848,42,191,49690.430,144703,787.064,99.123,20.612,35,173,78016.484,227191,434.053,96.789,20.395,37,159,42011.410,122341,848.875,208.739,95.932,40,480,177193.703,516004,372.241,154.003,37.852,55,289,57326.184,166939,548.403,97.963,20.433,33,170,53723.273,156447,597.852,102.902,24.698,27,206,61520.082,179152
103,401.087,91.196,18.541,31,150,36577.512,106517,400.400,124.871,27.708,49,213,49998.457,145600,548.403,116.120,28.857,42,217,63680.383,185443,500.328,114.628,23.256,52,195,57351.598,167013,597.852,117.198,35.836,42,235,70066.859,204041,597.852,199.704,125.744,37,603,119393.641,347685,597.852,169.153,70.853,39,370,101128.750,294496,730.747,104.726,20.848,31,176,76528.203,222857,879.437,190.697,107.257,28,538,167706.016,488375,434.053,114.921,22.804,43,190,49881.703,145260,787.064,99.069,21.334,31,178,77973.898,227067,434.053,97.116,20.604,31,162,42153.234,122754,848.875,207.329,96.470,49,471,175996.281,512517,372.241,152.804,37.880,72,261,56880.113,165640,548.403,98.728,20.068,40,175,54142.559,157668,597.852,104.777,24.889,34,189,62641.270,182417
104,401.087,90.451,18.525,16,150,36278.758,105647,400.400,122.693,28.834,22,226,49126.230,143060,548.403,113.292,29.300,34,216,62129.953,180928,500.328,115.205,23.725,42,194,57640.391,167854,597.852,118.705,36.655,32,241,70968.281,206666,597.852,200.126,123.761,40,576,119646.031,348420,597.852,168.912,69.554,39,342,100984.523,294076,730.747,105.686,20.977,42,182,77229.414,224899,879.437,190.861,107.329,33,519,167850.250,488795,434.053,117.294,22.448,47,191,50911.891,148260,787.064,101.364,21.121,37,185,79779.820,232326,434.053,98.278,20.502,33,170,42658.023,124224,848.875,209.959,97.046,44,487,178229.047,519019,372.241,151.765,38.087,59,263,56493.105,164513,548.403,96.438,19.767,27,173,52887.105,154012,597.852,106.074,24.325,34,183,63416.312,184674
105,401.087,89.034,18.150,32,169,35710.438,103992,400.400,124.366,28.964,40,216,49796.199,145011,548.403,114.724,28.855,36,225,62915.297,183215,500.328,114.332,23.736,52,197,57203.250,166581,597.852,117.766,35.777,36,242,70406.484,205030,597.852,200.391,125.256,40,598,119804.000,348880,597.852,171.500,71.329,39,361,102531.867,298582,730.747,107.408,20.619,40,179,78488.305,228565,879.437,191.518,107.625,34,510,168428.188,490478,434.053,114.515,22.889,51,196,49705.539,144747,787.064,97.755,20.909,16,159,76939.594,224055,434.053,95.678,20.319,36,179,41529.281,120937,848.875,205.625,96.195,45,475,174549.906,508305,372.241,153.177,37.356,39,259,57018.844,166044,548.403,98.316,19.987,36,164,53916.605,157010,597.852,103.679,24.806,31,200,61985.039,180506
106,401.087,87.497,19.113,24,152,35093.699,102196,400.400,124.505,28.987,37,213,49851.828,145173,548.403,112.073,28.221,40,216,61461.359,178981,500.328,113.386,23.731,47,192,56730.051,165203,597.852,116.929,35.904,1,244,69906.156,203573,597.852,199.109,124.841,45,600,119037.539,346648,597.852,168.900,69.713,42,332,100977.312,294055,730.747,104.424,21.058,34,179,76307.742,222215,879.437,191.995,108.101,38,504,168847.469,491699,434.053,117.102,22.381,49,183,50828.445,148017,787.064,101.290,20.595,25,185,79721.445,232156,434.053,98.896,20.631,30,167,42926.219,125005,848.875,208.424,96.457,42,493,176926.203,515225,372.241,152.935,37.387,72,296,56928.875,165782,548.403,98.213,19.970,34,164,53860.289,156846,597.852,102.404,24.279,36,189,61222.355,178285
107,401.087,89.078,19.272,30,150,35727.949,104043,400.400,126.209,29.008,47,206,50534.156,147160,548.403,115.264,29.732,33,210,63211.305,184077,500.328,116.118,23.217,29,185,58097.109,169184,597.852,120.199,36.945,34,240,71861.453,209267,597.852,213.225,132.487,49,613,127477.180,371225,597.852,175.088,72.624,37,327,104676.719,304828,730.747,109.177,21.835,34,197,79780.508,232328,879.437,202.200,115.705,50,538,177822.469,517835,434.053,122.037,24.143,57,221,52970.551,154255,787.064,103.420,21.058,44,164,81397.898,237038,434.053,98.758,20.284,35,165,42866.121,124830,848.875,219.464,103.133,50,495,186297.828,542516,372.241,163.765,38.139,59,271,60960.000,177521,548.403,99.711,20.115,26,171,54681.691,159238,597.852,105.238,25.905,31,220,62916.672,183219
108,401.087,89.444,18.711,21,157,35874.922,104471,400.400,131.643,30.908,45,244,52709.914,153496,548.403,126.220,34.988,42,242,69219.359,201573,500.328,132.570,33.857,53,255,66328.312,193154,597.852,120.675,37.227,41,275,72146.125,210096,597.852,252.063,164.443,43,681,150696.250,438841,597.852,222.706,106.946,27,447,133145.281,387731,730.747,118.064,22.534,45,197,86275.156,251241,879.437,235.522,147.746,28,658,207126.859,603172,434.053,140.998,31.802,54,264,61200.379,178221,787.064,106.993,22.930,30,192,84210.656,245229,434.053,97.511,19.736,27,157,42324.930,123254,848.875,277.279,146.511,42,632,235375.297,685434,372.241,196.812,48.580,74,341,73261.477,213344,548.403,101.928,20.859,39,179,55897.656,162779,597.852,118.909,33.604,25,228,71089.844,207020
109,401.087,91.004,18.577,31,161,36500.590,106293,400.400,128.975,30.098,48,256,51641.609,150385,548.403,120.662,31.645,33,229,66171.719,192698,500.328,126.960,31.472,45,231,63521.734,184981,597.852,117.871,36.303,37,259,70469.320,205213,597.852,223.988,144.869,46,627,133911.734,389963,597.852,191.783,87.898,32,380,114657.867,333894,730.747,110.384,21.269,35,184,80663.031,234898,879.437,211.707,128.802,42,593,186182.781,542181,434.053,127.226,27.004,54,218,55222.883,160814,787.064,103.575,22.122,32,177,81520.492,237395,434.053,97.153,20.735,33,165,42169.715,122802,848.875,238.900,120.546,47,561,202795.938,590560,372.241,174.021,44.683,65,295,64777.879,188639,548.403,101.841,21.447,37,179,55849.926,162640,597.852,112.488,29.798,37,202,67251.016,195841
110,401.087,89.938,19.283,34,163,36072.719,105047,400.400,124.762,29.408,27,221,49954.504,145472,548.403,115.928,30.324,34,216,63575.305,185137,500.328,121.950,28.476,44,213,61014.945,177681,597.852,117.913,36.334,33,239,70494.734,205287,597.852,212.428,137.460,43,635,127000.891,369838,597.852,180.366,78.024,32,359,107832.523,314018,730.747,106.573,21.515,43,187,77878.094,226788,879.437,202.579,120.077,23,561,178155.562,518805,434.053,121.521,24.780,44,206,52746.312,153602,787.064,102.721,22.062,39,184,80847.781,235436,434.053,97.998,19.799,19,154,42536.117,123869,848.875,222.301,107.988,44,523,188705.375,549527,372.241,164.064,41.730,61,277,61071.262,177845,548.403,100.976,20.617,42,192,55375.695,161259,597.852,107.322,27.450,30,199,64162.855,186848
111,401.087,91.063,18.753,29,147,36524.285,106362,400.400,123.729,30.486,13,226,49541.055,144268,548.403,117.763,30.570,37,227,64581.457,188067,500.328,119.826,24.958,46,213,59952.133,174586,597.852,117.916,35.537,38,231,70496.109,205291,597.852,209.720,134.896,46,615,125381.781,365123,597.852,176.415,74.497,28,350,105470.305,307139,730.747,107.160,20.640,19,181,78306.648,228036,879.437,199.368,115.666,39,559,175331.469,510581,434.053,118.093,22.867,45,200,51258.379,149269,787.064,101.904,21.199,34,175,80205.289,233565,434.053,97.596,19.915,39,164,42361.676,123361,848.875,216.845,102.380,52,518,184073.984,536040,372.241,159.082,40.252,62,274,59216.922,172445,548.403,99.637,19.927,28,164,54641.516,159121,597.852,105.925,25.847,32,203,63327.375,184415
112,401.087,86.949,18.809,25,156,34873.926,101556,400.400,123.806,29.114,47,221,49571.961,144358,548.403,112.302,29.890,41,219,61586.699,179346,500.328,116.964,24.960,41,209,58520.172,170416,597.852,117.654,35.872,46,243,70339.523,204835,597.852,206.506,132.268,40,623,123460.133,359527,597.852,172.844,73.549,37,341,103335.414,300922,730.747,104.711,20.760,39,184,76517.211,222825,879.437,196.430,114.108,45,539,172747.766,503057,434.053,118.375,22.768,45,199,51380.969,149626,787.064,101.230,21.256,32,166,79674.742,232020,434.053,98.037,20.799,16,172,42553.289,123919,848.875,213.734,100.695,50,490,181433.625,528351,372.241,156.119,39.442,51,290,58113.934,169233,548.403,98.547,19.721,40,167,54043.664,157380,597.852,103.056,25.151,39,184,61612.453,179421
113,401.087,90.837,18.544,39,149,36433.629,106098,400.400,125.563,29.176,41,224,50275.578,146407,548.403,116.220,30.009,39,223,63735.328,185603,500.328,114.625,24.179,37,202,57349.879,167008,597.852,118.648,37.216,27,240,70934.281,206567,597.852,205.731,130.263,44,626,122996.547,358177,597.852,173.790,72.941,28,349,103900.641,302568,730.747,106.684,20.915,41,172,77959.133,227024,879.437,197.340,112.542,30,537,173548.219,505388,434.053,116.375,23.089,37,192,50512.863,147098,787.064,99.637,21.402,32,182,78420.312,228367,434.053,97.413,20.528,33,158,42282.348,123130,848.875,212.574,99.348,46,503,180448.766,525483,372.241,156.190,39.216,54,280,58140.375,169310,548.403,97.048,20.195,38,165,53221.230,154985,597.852,106.341,24.955,32,195,63575.992,185139
